,00.상품코드,00.이미지_URL,00.상품_URL,00.상품코드,01.브랜드,02.상품명,03.가격,04.제품 주요 사양,05.모든 성분,06.총 평점,07.리뷰 개수,08_1.별점 1점,08_2.별점 2점,08_3.별점 3점,08_4.별점 4점,08_5.별점 5점,09_1.피부타입_건성,09_2.피부타입_복합성,09_3.피부타입_지성,10_1.피부고민_보습,10_2.피부고민_진정,10_3.피부고민_주름/미백,11_1.피부자극_없음,11_2.피부자극_보통,11_3.피부자극_있음
447,A000000154124,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015412402ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149887&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000149887,AHC,AHC 옴므 제트 로션 140ml,19000,모든 피부용,정제수 글리세린 부틸렌글라이콜 퀸즈랜드넛오일 나이아신아마이드 12헥산다이올 하이드로제네이티드폴리데센 펜틸렌글라이콜 호호바에스터 클로렐라 불가리스추출물 파스향나무잎추출물 병풀추출물 소듐하이알루로네이트 야니아 루벤스추출물 하이드롤라이즈드하이알루로닉애씨드 하이알루로닉애씨드 씨솔트 폴리글리세릴3메틸글루코오스다이스테아레이트 글리세릴스테아레이트 글루코오스 하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 프룩토올리고사카라이드 프룩토오스 아크릴레이트C1030알킬아크릴레이트크로스폴리머 판테놀 트로메타민 에틸헥실글리세린 다이포타슘글리시리제이트 아데노신 트라이소듐에틸렌다이아민다이석시네이트 카프릴릭카프릭트라이글리세라이드 프로판다이올 토코페롤 하이드로제네이티드레시틴 소듐하이알루로네이트크로스폴리머 하이드롤라이즈드글라이코사미노글리칸 세라마이드엔피 벤질글라이콜 소듐카라기난 소듐스테아로일글루타메이트 마그네슘피씨에이 카퍼트라이펩타이드1 세린 수크로오스 글라이신 칼슘클로라이드 오르니틴 알라닌 마그네슘클로라이드 트레오닌 히스티딘 아스파틱애씨드 발린 프롤린 다이포타슘포스페이트 라이신 류신 타이로신 아이소류신 마그네슘시트레이트 글루코사민에이치씨엘 페닐알라닌 글루타믹애씨드 알지닌 1메틸하이단토인2이미드 아스파라진 시트룰린 메티오닌 타우린 트립토판 포믹애씨드 글루타민 시스테인 스테아릴알코올 세틸알코올 미리스틸알코올 라우릴알코올 페네틸알코올 향료,4.8,8,0.0,0.0,0.13,0.0,0.88,0.13,0.88,0.0,0.88,0.13,0.0,0.5,0.5,0.0
448,A000000154118,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015411802ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149427&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000149427,보닌,보닌 퓨어 에센셜 에멀전,17000,모든피부용,정제수 디프로필렌글라이콜 사이클로펜타실록산 변성알코올 소르비탄스테아레이트 12헥산디올 폴리소르베이트60 트리에칠헥사노인 디메치콘 판테놀 글리세린 부틸렌글라이콜 꿀추출물 진들딸기씨오일 세이지잎추출물 브델리아추출물 선백리향꽃잎추출물 글리세릴스테아레이트 피이지100스테아레이트 세테아릴알코올 디메치콘비닐디메치콘크로스폴리머 아크릴레이트C1030알킬아크릴레이트크로스폴리머 소르비톨 트로메타민 트리소듐이디티에이 향료 하이드록시시트로넬알 리모넨 리날룰,4.6,15,0.0,0.0,0.13,0.13,0.73,0.13,0.73,0.14,0.73,0.27,0.0,0.6,0.4,0.0
449,A000000153818,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015381804ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000117997&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000117997,썸바이미,썸바이미 아하·바하·파하 30 데이즈 미라클 토너 150ml,18000,모든 피부 타입,정제수 부틸렌글라이콜 다이프로필렌글라이콜 글리세린 나이아신아마이드 티트리잎추출물10000ppm 폴리글리세릴4카프레이트 파파야열매추출물 렌즈콩씨추출물 버지니아풍년화추출물 연꽃추출물 금사연둥지추출물 소듐하이알루로네이트 프룩탄 알란토인 아데노신 하이드록시에틸우레아 자일리톨 살리실릭애씨드100ppm 락토바이오닉애씨드100ppm 시트릭애씨드500ppm 소듐시트레이트 12헥산다이올 벤질글라이콜 에틸헥실글리세린 라즈베리케톤 페퍼민트오일,4.6,374,0.0,0.01,0.09,0.17,0.73,0.1,0.49,0.42,0.17,0.77,0.06,0.49,0.43,0.08
450,A000000153817,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015381701ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000152286&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000152286,마녀공장,마녀공장 비피다 바이옴 앰플 로션 300ml,25000,모든 피부용,정제수 글리세린 카프릴릭카프릭트라이글리세라이드 나이아신아마이드 퀸즈랜드넛오일 펜틸렌글라이콜 12헥산다이올 비피다발효용해물10000ppm 소듐하이알루로네이트 하이알루로닉애씨드 하이드롤라이즈드하이알루로닉애씨드 포타슘하이알루로네이트 부틸렌글라이콜 하이드롤라이즈드글라이코사미노글리칸 하이드록시프로필트라이모늄하이알루로네이트 소듐하이알루로네이트크로스폴리머 소듐아세틸레이티드하이알루로네이트 아이리쉬모스추출물 사탕수수추출물 쿠티박테리움 그라눌로숨발효추출여과물1000ppm 하이드롤라이즈드소듐하이알루로네이트 호호바에스터 폴리글리세릴3메틸글루코오스다이스테아레이트 글리세릴스테아레이트 하이드로제네이티드폴리데센 카프릴릴글라이콜 하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 토코페롤 에틸헥실글리세린 소듐파이테이트 솔비탄아이소스테아레이트 프로판다이올 트로메타민 벤질글라이콜 세테아릴알코올 유칼립투스잎오일 단향오일 라벤더오일 카보머 아데노신,4.7,75,0.0,0.03,0.04,0.12,0.81,0.41,0.53,0.06,0.69,0.23,0.08,0.79,0.19,0.03
451,A000000153545,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015354501ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153784&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153784,CKD,씨케이디 레티노콜라겐 저분자 300 집중크림 25ml,38000,모든 피부 타입,수용성콜라겐55 글리세린 정제수 사이클로헥사실록세인 프로판다이올 나이아신아마이드 다이카프릴릴에터 베타인 펜타에리스리틸테트라에틸헥사노에이트 하이드로제네이티드폴리C614올레핀 세틸알코올 세테아릴알코올 세테아릴올리베이트 솔비탄올리베이트 카프릴릭카프릭트라이글리세라이드 다시마추출물 한련초잎추출물 병풀추출물 무화과추출물 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 울금뿌리추출물 홀리바질잎추출물 참산호말추출물 향기제비꽃잎추출물 하이드로제네이티드레시틴 팔마로사오일 베르가모트오일 올리브오일 센티드제라늄꽃오일 라벤더오일 캐모마일꽃오일 연필향나무오일 오렌지껍질오일 로즈우드오일 화이트참파카꽃오일 소듐하이알루로네이트 멕시칸주니퍼오일 오렌지꽃오일 폴리글리세릴2스테아레이트 베헤닐알코올 글리세릴스테아레이트 소듐스테아로일글루타메이트 스테아릴알코올 펜타에리스리틸다이스테아레이트 소듐폴리아크릴로일다이메틸타우레이트 글리세릴스테아레이트에스이 하이드롤라이즈드콜라겐2500ppm 부틸렌글라이콜 콜레스테롤 잔탄검 하이드롤라이즈드엘라스틴 아데노신 프룩토올리고사카라이드 다이소듐이디티에이 세라마이드엔피 베타글루칸 레틴알200ppm 하이드롤라이즈드하이알루로닉애씨드 솔비탄라우레이트 글라이신 수크로오스다이스테아레이트 세린 글루타믹애씨드 하이드록시에틸셀룰로오스 아세틸다이펩타이드1세틸에스터 아스파틱애씨드 다이프로필렌글라이콜 류신 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트 알라닌 라이신 알지닌 타이로신 페닐알라닌 발린 트레오닌 프롤린 아이소류신 히스티딘 메티오닌 시스테인 소듐아세틸레이티드하이알루로네이트 노나펩타이드1 아세틸헥사펩타이드8 카퍼트라이펩타이드1 트라이펩타이드1 팔미토일테트라펩타이드7 팔미토일트라이펩타이드1 팔미토일펜타펩타이드4 헥사펩타이드9 12헥산다이올 피토스테릴베헤닐옥틸도데실라우로일글루타메이트 하이드록시아세토페논 에틸헥실글리세린 카프릴릴글라이콜 제라니올 리모넨 리날룰 시트로넬올 시트랄,5.0,2,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0
452,A000000145835,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014583511ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153799&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153799,헤라,헤라 옴므 베이직 스페셜 2종 세트,88000,건성 중성,정제수 에탄올 프로판디올 글리세레스26 글리세린 나이아신아마이드12헥산디올 판테놀 카페인 서양톱풀추출물 복숭아나무잎추출물 글라이코프로테인 글루코오스 라이신 레시틴 푸코스 만노오스 알지닌 히스티딘 베타인 하이드롤라이즈드기장 부틸렌글라이콜 마그네슘클로라이드 칼슘클로라이드 소듐클로라이드 포타슘클로라이드 소듐포스페이트 아데노신 자일로오스 잔탄검 카퍼트리펩타이드1 펜틸렌글라이콜 포타슘포스페이트 옥틸도데세스16 비스피이지18메칠에텔디메칠실란 피피지13데실테트라데세스24 카보머 트로메타민 향료 정제수 프로판디올 에탄올 하이드로제네이티드폴리C614올레핀 사이클로펜타실록산 스쿠알란 부틸렌글라이콜 사이클로헥사실록산 나이아신아마이드 판테놀 카페인 복숭아나무잎추출물 글라이코프로테인 글루코오스 라이신 레시틴 푸코스 만노오스 알지닌 히스티딘 하 이드롤라이즈드기장 마그네슘클로라이드 칼슘클로라이드 소듐클로라이드 포타슘클로라이드 소듐포스페이트 자일로오스 세테아릴알코올 글 리세릴카프릴레이트 디메치콘 1 2헥산디올 폴리실리콘11 폴리이소부텐 폴리아크릴레이트13 아크릴레이트C1030알킬아크릴레이트크로스 폴리머 폴리소르베이트20 카퍼트리펩타이드1 포타슘포스페이트 에칠헥실글리세린 잔탄검 스타이렌아크릴레이트코폴리머 트로메타민 향 료 알파아이소메틸아이오논 벤질살리실레이트 부틸페닐메틸프로피오날 헥실신남알 리날룰 리모넨,4.8,18,0.0,0.0,0.0,0.17,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,A000000153507,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015350703ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153815&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153815,헤라,헤라 옴므 에센스 인 에멀젼 110ml,42000,모든피부,정제수 프로판다이올 변성알코올 하이드로제네이티드폴리C614올레핀 사이클로펜타실록세인 스쿠알란 부틸렌글라이콜 사이클로헥사실록세인 나이아신아마이드 12헥산다이올 카페인 스타이렌아크릴레이트코폴리머 다이메티콘 폴리아크릴레이트13 세테아릴알코올 폴리아이소부텐 폴리실리콘11 향료 글리세릴카프릴레이트 아크릴레이트C1030알킬아크릴레이트크로스폴리머 에틸헥실글리세린 판테놀 트로메타민 잔탄검 폴리솔베이트20 솔비탄아이소스테아레이트 리날룰 리모넨 다이소듐이디티에이 부틸페닐메틸프로피오날 헥실신남알 라이신 알지닌 히스티딘 알파아이소메틸아이오논 벤질살리실레이트 글루코오스 자일로오스 페녹시에탄올 복사나무잎추출물 만노오스 소듐클로라이드 토코페롤 레시틴 소듐포스페이트 카퍼트라이펩타이드1 푸코오스 포타슘클로라이드 포타슘포스페이트 칼슘클로라이드 마그네슘클로라이드 하이드롤라이즈드기장,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,A000000153187,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015318702ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153817&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153817,헤라,헤라 옴므 에센스 인 스킨 125ml,46000,모든피부,정제수 변성알코올 프로판다이올 글리세레스26 글리세린 나이아신아마이드 12헥산다이올 베타인 카페인 피피지13데실테트라데세스24 부틸렌글라이콜 옥틸도데세스16 비스피이지18메틸에터다이메틸실레인 향료 카보머 잔탄검 판테놀 트로메타민 펜틸렌글라이콜 에틸헥실글리세린 다이소듐이디티에이 아데노신 라이신 알지닌 히스티딘 글루코오스 자일로오스 리날룰 리모넨 부틸페닐메틸프로피오날 헥실신남알 페녹시에탄올 복사나무잎추출물 알파아이소메틸아이오논 서양톱풀추출물 벤질살리실레이트 만노오스 소듐클로라이드 레시틴 포타슘하이드록사이드 아세틱애씨드 소듐포스페이트 카퍼트라이펩타이드1 비에이치티 푸코오스 포타슘클로라이드 포타슘포스페이트 칼슘클로라이드 마그네슘클로라이드 하이드롤라이즈드기장,5.0,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33,0.0,0.67,0.33,0.67,0.0
455,A000000150816,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015081606ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153778&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153778,CKD,씨케이디 레티노콜라겐 저분자 300 크림 40ml,38000,모든 피부 타입,수용성콜라겐53 하이드로제네이티드폴리데센 카프릴릭카프릭트라이글리세라이드 글리세린 펜타에리스리틸테트라에틸헥사노에이트 사이클로헥사실록세인 글리세릴스테아레이트 세테아릴알코올 나이아신아마이드 정제수 폴리글리세릴6다이스테아레이트 하이드로제네이티드레시틴 폴리글리세릴10라우레이트 글리세릴폴리메타크릴레이트 황벽나무껍질추출물 향기제비꽃잎추출물 소듐하이알루로네이트 팔마로사오일 베르가모트오일 올리브오일 센티드제라늄꽃오일 라벤더오일 캐모마일꽃오일 연필향나무오일 오렌지껍질오일 로즈우드오일 화이트참파카꽃오일 멕시칸주니퍼오일 오렌지꽃오일 판테놀 하이드롤라이즈드콜라겐1000pppm 다이프로필렌글라이콜 비즈왁스 소듐스테아로일글루타메이트 하이드록시에틸아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 알라닌 페닐알라닌 호호바에스터 다이카프릴릴에터 세틸알코올 라이신 폴리글리세릴3비즈왁스 부틸렌글라이콜 잔탄검 알지닌 아데노신 다이소듐이디티에이 발린 트레오닌 베헤닐알코올 솔비탄아이소스테아레이트 소듐라우레이트 타이로신 글리세릴스테아레이트에스이 레틴알100ppm 라우릭애씨드 솔비탄라우레이트 세라마이드엔피 콜레스테롤 글라이신 수크로오스다이스테아레이트 세린 글루타믹애씨드 하이드록시에틸셀룰로오스 프롤린 아세틸다이펩타이드1세틸에스터 아스파틱애씨드 류신 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트 아이소류신 히스티딘 하이알루로닉애씨드 엘라스틴 포스포리피드 메티오닌 카퍼트라이펩타이드1 트라이펩타이드1 아세틸헥사펩타이드8 헥사펩타이드9 팔미토일펜타펩타이드4 팔미토일테트라펩타이드7 팔미토일트라이펩타이드1 노나펩타이드1 시스테인 12헥산다이올 하이드록시아세토페논 에틸헥실글리세린 카프릴릴글라이콜 제라니올 리모넨 리날룰 시트로넬올 시트랄,4.8,16,0.0,0.0,0.0,0.19,0.81,0.38,0.63,0.0,0.44,0.0,0.56,0.94,0.06,0.0
456,A000000150947,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015094714ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153818&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153818,아로마티카,아로마티카 알로에 하이펙티브 클렌저 120ml,16000,모든 피부건성,알로에베라잎추출물 정제수 소듐메틸올레오일타우레이트 라우릴글루코사이드 글리세린 소듐클로라이드 판테놀 소듐올리베이트 편백잎추출물 해당화잎추출물 시트릭애씨드 레몬밤잎추출물 소듐스위트아몬드암포아세테이트 12헥산다이올 다이소듐이디티에이 파파인 소듐하이알루로네이트 말토덱스트린 프로판다이올 소듐하이알루로네이트크로스폴리머 하이드롤라이즈드글라이코사미노글리칸 벤질글라이콜 하이드롤라이즈드하이알루로닉애씨드에틸헥실글리세린 하이알루로닉애씨드,4.5,21,0.0,0.1,0.0,0.24,0.67,0.48,0.43,0.1,0.38,0.57,0.05,0.9,0.1,0.0
457,A000000151524,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015152401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116603&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000116603,마몽드,마몽드 플로랄하이드로 앰플 토너 150ml,18000,수분감 가득한 앰플 텍스처로 건조한 피부에 매일 앰플 바른 듯 촉촉함을 채워주는 수분 앰플 토너,정제수 프로판디올 에탄올 글리세린 1 2헥산디올 부틸렌글라이콜 카보머 피피지13데실테트라데세스24 트로메타민 수선화비늘줄기추출물 에칠헥실글리세린 향료 소듐하이알루로네이트 디소듐이디티에이 하이알루로닉애씨드 슈크로오스 리날룰 리모넨 부틸페닐메칠프로피오날 녹차추출물 로즈힙열매추출물 토코페롤 인돌아세틱애씨드,4.7,508,0.0,0.0,0.04,0.22,0.74,0.37,0.55,0.08,0.69,0.29,0.02,0.71,0.29,0.01
458,A000000151530,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015153001ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153886&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153886,구달,구달 청귤 비타C 크림 50ml (아이크림15ml 증정),22000,모든피부,크림탄제린추출물62 부틸렌글라이콜 글리세린 12헥산다이올 시어버터 에틸헥실스테아레이트 사이클로펜타실록세인 세테아릴알코올 나이아신아마이드 펜틸렌글라이콜 사이클로헥사실록세인 코코넛야자오일 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 울금뿌리추출물 홀리바질잎추출물 베르가모트오일 한련초추출물 아라비아고무나무검 참산호말추출물 레몬껍질오일 카카오씨추출물 라벤더오일 일랑일랑꽃오일 오렌지껍질오일 유칼립투스잎추출물 드럼스틱씨오일 병풀추출물 녹차추출물 호장근뿌리추출물 황금추출물 스페인감초뿌리추출물 마트리카리아꽃추출물 로즈마리잎추출물 글리세릴스테아레이트에스이 폴리솔베이트60 세테아릴올리베이트 솔비탄올리베이트 팔미틱애씨드 다이메티콘 스테아릭애씨드 카프릴릭카프릭트라이글리세라이드 소듐아크릴레이트소듐아크릴로일다이메틸타우레이트코폴리머 정제수 하이드록시아세토페논 아이소헥사데칸 다이메티콘비닐다이메티콘크로스폴리머 폴리솔베이트80 토코페릴아세테이트 아데노신 에틸헥실글리세린 솔비탄올리에이트 젤라틴 미리스틱애씨드 아라키딕애씨드 덱스트린 라우릭애씨드 올레익애씨드 판테놀 크산토필 소듐아스코빌포스페이트05ppm 잔탄검 리모넨 리날룰아이크림탄제린추출물54 부틸렌글라이콜 글리세린 프로판다이올 정제수 펜타에리스리틸테트라에틸헥사노에이트 펜틸렌글라이콜 나이아신아마이드 알부틴 12헥산다이올 폴리메틸실세스퀴옥세인 다이아이소스테아릴말레이트 비닐다이메티콘 에칠아스코빌에텔2000ppm 아스코빅애씨드폴리펩타이드 클로렐라불가리스추출물 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 울금뿌리추출물 홀리바질잎추출물 참산호말추출물 다이글리세린 카프릴릭카프릭미리스틱스테아릭트라이글리세라이드 메틸메타크릴레이트크로스폴리머 소듐폴리아크릴로일다이메틸타우레이트 암모늄아크릴로일다이메틸타우레이트베헤네스25메타크라일레이트크로스폴리머 비스다이글리세릴폴리아실아디페이트2 글루코오스 다이메티콘올 아크릴레이트C1030알킬아크릴레이트크로스폴리머 하이드록시아세토페논 트로메타민 프룩토올리고사카라이드 프룩토오스 글루코실헤스페리딘 에틸헥실글리세린 글리세릴아크릴레이트아크릴릭애씨드코폴리머 알란토인 다이포타슘글리시리제이트 아데노신 토코페롤 다이소듐이디티에이,4.7,1673,0.0,0.0,0.05,0.18,0.77,0.23,0.7,0.07,0.33,0.26,0.41,0.6,0.37,0.03
459,A000000151890,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015189001ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000116601&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000116601,눅스,눅스 아쿠아벨라 로션 50ml,32000,복합성 피부,정제수글리세린스위트아몬드오일데실올리에이트하이드로제네이티드코코넛오일아라키딜알코올다이메티콘베헤닐알코올하이드록시에틸우레아카프릴릭카프릭트라이글리세라이드마이카토코페롤아라키딜글루코사이드카프릴로일글라이신실리카페녹시에탄올폴리아크릴레이트크로스폴리머6시트릭애씨드에틸헥실글리세린소듐하이드록사이드아크릴레이트C1030알킬아크릴레이트크로스폴리머소듐스테아로일글루타메이트다이메티콘크로스폴리머귀리커넬추출물데하이드로아세틱애씨드소듐글루코네이트잔탄검프로판다이올에스큘렌타렌즈콩씨추출물암모늄락테이트한련꽃잎줄기추출물소듐벤조에이트알바수련꽃추출물향료리날룰벤질살리실레이트제라니올시트로넬올시트랄,4.7,60,0.02,0.02,0.07,0.1,0.8,0.18,0.7,0.12,0.65,0.35,0.0,0.8,0.17,0.03
460,A000000151952,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015195203ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154118&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000154118,리우젤,리우젤 하이드 레이팅 페이스 모이스처 라이저 3.38oz (100ml),41800,모이스처크림,정제수글리세린세틸알코올스테아릴알코올페녹시에탄올다이메티콘글리세릴스테아레이트피이지100스테아레이트아크릴레이트C1030알킬아크릴레이트크로스폴리머아미노메틸프로판올에틸헥실글리세린토코페릴아세테이트시어버터카페인살구씨오일포트마리골드꽃추출물,5.0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0
461,A000000152770,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015277008ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154124&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000154124,리우젤,리우젤 클린앤플레시 솔리드 페이스 워시 1.7oz (50ml),40000,페이스 워시 스틱 고체형 스틱형 비누,정제수프로필렌글라이콜소듐스테아레이트소듐라우로일메틸이세티오네이트비스피이지18메틸에터다이메틸실레인코카미도프로필베타인페녹시에탄올향료에틸헥실글리세린리날룰벤질벤조에이트벤질살리실레이트시어버터카페인살구씨오일토코페릴아세테이트글리세린포트마리골드꽃추출물,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
462,A000000152286,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015228603ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153859&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153859,아이소이,[장수진토너] 아이소이 모이스춰닥터 토너 130ml,22000,모든 피부용민감피부 사용가능,정제수글리세린베타인판테놀소듐하이알루로네이트하이드롤라이즈드하이알루로닉애씨드하이알루로닉애씨드소듐하이알루로네이트크로스폴리머하이드롤라이즈드글라이코사미노글리칸티트리잎추출물쇠비름추출물약모밀추출물흰버드나무껍질추출물오레가노잎추출물편백잎추출물락토바실러스콩발효추출물육계나무껍질추출물셀룰로오스검마카다미아씨오일피토스핑고신세라마이드엔피부틸렌글라이콜12헥산다이올프로판다이올포트마리골드꽃추출물자몽껍질오일황금추출물모란뿌리추출물스페인감초뿌리추출물하이드로제네이티드레시틴리모넨,4.8,76,0.0,0.0,0.03,0.17,0.8,0.51,0.39,0.1,0.57,0.43,0.01,0.88,0.12,0.01
463,A000000152051,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015205119ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000152051&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000152051,라운드어라운드,라운드어라운드 그린티 약산성 에센스 로션 220ml,23000,모든 피부용,녹차수772 글리세린 프로판다이올 나이아신아마이드  폴리글리세릴3메틸글루코오스다이스테아레이트 12헥산다이올 다이카프릴릴카보네이트스쿠알란 하이드로제네이티드폴리C614올레핀 시어버터 세테아릴알코올 시메티콘 카프릴릴메티콘 글리세릴스테아레이트 다이프로필렌글라이콜 하이드록시아세토페논 카보머 정제수 트로메타민 카프릴릴글라이콜 에틸헥실글리세린 베르가모트오일 글루코노락톤 로즈마리잎오일 필리핀오렌지껍질오일 부틸렌글라이콜 글리세릴아크릴레이트아크릴릭애씨드코폴리머 다이포타슘글리시리제이트 약모밀추출물 소듐하이알루로네이트 쇠비름추출물 병풀추출물 하이드롤라이즈드하이알루로닉애씨드 마데카소사이드 소듐아세틸레이티드하이알루로네이트 아시아티코사이드 아시아틱애씨드 마데카식애씨드 다이소듐이디티에이 시트랄 유제놀 리모넨 리날룰,4.6,2542,0.0,0.01,0.06,0.21,0.72,0.21,0.64,0.15,0.51,0.49,0.0,0.76,0.22,0.02
464,A000000152047,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015204721ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000153729&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,A000000153729,리우젤,리우젤 하이드 레이팅 페이스 모이스처 라이저 3.38oz/100ml,41800,모이스처크림,정제수글리세린세틸알코올스테아릴알코올페녹시에탄올다이메티콘글리세릴스테아레이트피이지100스테아레이트아크릴레이트C1030알킬아크릴레이트크로스폴리머아미노메틸프로판올에틸헥실글리세린토코페릴아세테이트시어버터카페인살구씨오일포트마리골드꽃추출물,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
