,title,book_id,author,publisher,price,review_cnt,review_score,pub_year,country
28073,성 베드로 축일장,77538,엘리스,북하우스,"8,550",6,4, 1998년 1월,영미
28074,손 힐,134060601,팸,밝은미래,"22,500",8,5, 2018년 1월,영미
28075,프랜시스 스콧 피츠제럴드 1,120275963,프랜시스,현대문학,"14,400",null,null, 2017년 10월,영미
28076,붉은 망아지.불만의 겨울,32514914,존,비채,"12,600",9,4.5, 2013년 10월,영미
28077,프래그먼트,4647309,워렌,비채,"12,600",18,4, 2009년 9월,영미
28078,숲을 지나가는 길,541964,콜린,해문출판사,"9,000",11,4.5, 2005년 2월,영미
28079,빨강머리 레드메인즈,404788,이든,동서문화동판(동서문화사),"7,920",19,3.5, 2003년 1월,영미
28081,귀신들린 아이,190504,엘리스,북하우스,"9,000",2,5, 1999년 5월,영미
28083,월드 오브 워크래프트 : 증오의 굴레,193929823,키스,제우미디어,"13,320",2,5, 2019년 6월,영미
28084,나를 봐,186846609,니콜라스,arte(아르테),"14,850",39,4.5, 2019년 3월,영미
28085,월드 오브 워크래프트 : 위상들의 새벽,110879040,리처드,제우미디어,"13,320",null,null, 2017년 6월,영미
28088,새의 노래,626725,시배스천,열린책들,"7,020",4,4, 2006년 2월,영미
28090,나인폭스 갬빗 2,257113707,이윤하,허블,"15,300",7,4.5, 2020년 11월,영미
28091,미스터 2,195363946,E,시공사,"12,420",null,null, 2019년 6월,영미
28092,레드 퀸 : 유리의 검 2,87642387,빅토리아,황금가지,"12,420",66,5, 2016년 7월,영미
28093,매치드,14285981,앨리,솟을북,"11,700",35,4.5, 2012년 1월,영미
28094,죽은 아버지,13812882,도널드,펭귄클래식코리아(웅진),"9,900",9,3.5, 2011년 10월,영미
28095,죽고 사라지다,12843659,샬레인,열린책들,"9,720",15,5, 2011년 8월,영미
28096,소설가의 죽음,7832838,퍼트리샤,랜덤하우스코리아,"11,700",9,4.5, 2010년 9월,영미
28097,피터팬과 그림자 도둑 1,907154,리들리,노블마인,"8,550",20,4, 2007년 4월,영미
28098,환관 탐정 미스터 야심,899958,제이슨,비채,"10,800",17,4, 2007년 3월,영미
28100,죽은 자의 몸값,199250,엘리스,북하우스,"9,000",2,4.5, 1999년 7월,영미
28101,블랙 아이드 수잔,256794512,줄리아,(주)태일소담출판사,"13,500",66,4.5, 2020년 11월,영미
28102,사일런트 코너,193634854,딘,북로드,"13,320",20,4, 2019년 6월,영미
28103,살인 기술자,132104812,토니,북플라자,"13,950",18,4, 2018년 1월,영미
28104,내 삶의 목적,34314277,W.,페티앙북스,"12,420",27,4.5, 2014년 1월,영미
28105,숨은 강,15568786,마이클,알에이치코리아(RHK),"12,600",15,4, 2012년 3월,영미
28108,어둠 속의 갈가마귀,229055,엘리스,북하우스,"10,800",2,4, 2000년 4월,영미
28109,성소의 참새,190095,엘리스,북하우스,"6,750",5,4.5, 1999년 3월,영미
28110,알라딘 뒤바뀐 램프의 주인,258440481,리즈,라곰,"14,850",17,5, 2020년 12월,영미
28111,사진신부 진이,39790443,앨랜,문학수첩,"12,150",11,4.5, 2014년 4월,영미
28112,살인예언자 4,4288460,딘,다산책방,"11,700",22,4, 2009년 7월,영미
28113,스물다섯까지 해야 할 스무 가지 1,940282,질,문학동네,"7,650",14,4, 2007년 7월,영미
28114,종이의 음모 1,834382,데이비드,북스캔(대교북스캔),"7,920",20,4.5, 2006년 10월,영미
28115,파라다이스,275365,토니,들녘,"11,700",2,4.5, 2001년 4월,영미
28116,"버지니아 울프, 그리운 사람",187223,버지니아,하늘연못,"9,000",3,4.5, 1999년 4월,영미
28117,외투,262663487,헬렌,문학동네,"13,050",3,3.5, 2021년 1월,영미
28118,[세트] 대통령이 사라졌다 1~2 - 전2권,254578914,빌,베리타스,"24,840",2,4.5, 2020년 10월,영미
28119,세상 끝 동물원,227397691,어피니티,문학동네,"13,950",2,4, 2020년 1월,영미
28120,[세트] 한니발 라이징 + 한니발 + 양들의 침묵 - 전3권,205926321,토머스,나무의철학,"40,500",2,4, 2019년 9월,영미
28121,밤과 낮,194174651,버지니아,솔출판사,"19,800",1,5, 2019년 6월,영미
28122,블랙 레코닝,85692255,존,비룡소,"13,500",3,5, 2016년 6월,영미
28123,애프터 안나,83972089,알렉스,토마토출판사,"13,320",25,4, 2016년 5월,영미
28124,우리가 묻어버린 것들,67113910,앨런,들녘,"12,600",24,4, 2015년 9월,영미
28125,러브크래프트 전집 5,52686543,H.,황금가지,"13,500",2,3.5, 2015년 1월,영미
28126,천로역정 - 전2권,33402727,존,더클래식,"8,910",null,null, 2013년 11월,영미
28127,헤일로 : 크립텀,21905703,그레그,제우미디어,"13,320",2,3, 2012년 12월,영미
28128,죽는 게 나아,12034349,샬레인,열린책들,"9,720",15,4.5, 2011년 6월,영미
28129,우울한 코브 마을의 모두 괜찮은 결말,7448769,크리스토퍼,푸른숲,"11,700",28,4, 2010년 7월,영미
28130,[세트] 더글라스 케네디 베스트 세트 - 전2권,29848411,더글라스,밝은세상,"23,850",null,null, 2010년 6월,영미
28132,카르데니오 납치사건,852158,재스퍼,북하우스,"13,500",3,4.5, 2006년 11월,영미
28133,[세트] 와일드카드 1~2 - 전2권,278165553,조지,은행나무,"28,800",14,5, 2021년 8월,영미
28134,해리포터 후플푸프 기숙사 세트,272800029,조디,문학수첩,"18,000",null,null, 2021년 6월,영미
28136,얼음 속의 소녀들,49558240,톰,노블마인,"12,600",38,4, 2014년 11월,영미
28137,필스,33739511,어빈,단숨,"13,500",14,4, 2013년 12월,영미
28138,도로변 십자가,18346633,제프리,비채,"13,320",30,4, 2012년 7월,영미
28139,파라노이드 파크,13317106,블레이크,내인생의책,"9,900",37,4.5, 2011년 9월,영미
28140,바테크,8288656,윌리엄,바다출판사,"7,200",7,4, 2010년 12월,영미
28141,므두셀라의 아이들,3650710,로버트,오멜라스(웅진),"9,000",7,4.5, 2009년 4월,영미
28144,소유 -상,400846,앤토니어,미래사,"9,000",3,4, 2003년 2월,영미
28145,빌리 린의 전쟁 같은 휴가,122461605,벤,문학동네,"13,050",8,4, 2017년 11월,영미
28147,달과 6펜스 / 과자와 맥주,106875715,서머셋,동서문화동판(동서문화사),"10,000",null,null, 2017년 1월,영미
28149,타이터스 앤드러니커스,47966221,윌리엄,동인(이성모),"7,600",2,4, 2014년 10월,영미
28150,중력의 무지개 세트 - 전2권,22475244,토머스,새물결,"89,100",14,2.5, 2012년 12월,영미
28151,애거서 크리스티 전집 45,1010732,애거사,황금가지,"9,000",6,3, 2007년 11월,영미
28153,캐드펠 수사의 참회,398498,엘리스,북하우스,"7,650",4,4.5, 2003년 1월,영미
28154,리처드 3세,43599278,윌리엄,동인(이성모),"11,400",null,null, 2014년 6월,영미
28155,소원의 집,13468462,호르헤,바다출판사,"8,550",2,3.5, 2011년 10월,영미
28156,한때 흑인이었던 남자의 자서전,6608990,제임스,문학동네,"9,900",4,4, 2010년 3월,영미
28157,애거서 크리스티 전집 59,2182632,애거사,황금가지,"9,000",3,3.5, 2008년 5월,영미
28158,나는 황제 클라우디우스다 1,916003,로버트,민음사,"9,450",10,4.5, 2007년 5월,영미
28159,세상의 모든 크리스마스,859161,뮤리엘,황금나침반,"9,900",6,3.5, 2006년 11월,영미
28160,러브 스틸러,266739525,스탠,위북,"14,220",28,4.5, 2021년 3월,영미
28162,김유석 영미문학 영미 단편소설 모음집,34083656,김유석,교육의창,"25,000",1,5, 2013년 12월,영미
28163,밤은 천 개의 눈을 가지고 있다,4745849,코넬,자음과모음(이룸),"13,500",42,4.5, 2009년 10월,영미
28164,수도원의 죽음,2785343,C.,영림카디널,"11,700",12,4, 2008년 11월,영미
28165,도시탐험가들,921000,데이비드,비채,"9,900",26,4, 2007년 5월,영미
28166,제인 오스틴 북클럽,623638,커렌,민음사,"9,000",16,3.5, 2006년 2월,영미
28168,흥분,404764,딕,동서문화동판(동서문화사),"6,120",10,4.5, 2003년 1월,영미
28169,황금의 땅을 찾아서,4703902,스콧,우리교육,"8,550",11,4.5, 2009년 9월,영미
28170,행복한 롤라 로즈,3807288,재클린,시공사,"8,550",null,null, 2009년 5월,영미
28171,도리안 그레이의 초상,38821,오스카,일신서적,"10,800",5,4.5, 1993년 2월,영미
28172,월드 오브 워크래프트 팝업북,210411183,블리자드,제우미디어,"55,100",4,4, 2019년 10월,영미
28173,헤일로 : 선제공격 작전,65172095,에릭,제우미디어,"14,220",1,5, 2015년 8월,영미
28175,비포,251714477,안나,콤마,"12,600",null,null, 2020년 9월,영미
28176,에든버러,235926597,알렉산더,필로소픽,"14,400",13,4.5, 2020년 4월,영미
28177,[세트] 초판본 동물 농장 + 초판본 1984 - 전2권,237310649,조지,더스토리,"21,240",2,5, 2020년 2월,영미
28178,썸씽 인 더 워터,198322600,캐서린,arte(아르테),"13,500",94,4, 2019년 7월,영미
28179,커리어 오브 이블 1,111296558,로버트,문학수첩,"11,250",3,4.5, 2017년 6월,영미
28180,마일즈 보르코시건 : 전장의 형제들,43543848,로이스,씨앗을뿌리는사람,"12,420",13,4.5, 2014년 7월,영미
28182,풀잎 하프,28067640,트루먼,시공사,"9,900",8,4.5, 2013년 6월,영미
28183,성스러운 침입,16068213,필립,폴라북스(현대문학),"12,600",7,3.5, 2012년 3월,영미
28184,목적지 불명,2418558,애거사,황금가지,"9,000",4,3.5, 2008년 7월,영미
28185,냉동화상,451776,맥스,찬우물,"8,550",10,3.5, 2004년 1월,영미
28186,빌리 버드,384413,허먼,열림원,"5,850",4,4.5, 2002년 10월,영미
28187,완벽한 배신,243982898,로렌,북로드,"13,320",29,4.5, 2020년 7월,영미
28188,어쌔신 크리드 : 브라더후드,97625083,올리버,제우미디어,"13,320",null,null, 2016년 11월,영미
28189,슬리피 할로의 전설,16781977,워싱턴,펭귄클래식코리아(웅진),"9,900",12,4, 2012년 4월,영미
28190,오셀로,6036393,윌리엄,펭귄클래식코리아(웅진),"9,000",10,4.5, 2009년 12월,영미
28193,생쥐와 인간,405763,존,맑은소리,"7,650",7,4.5, 2003년 3월,영미
28194,사나이의 목,404762,조르주,동서문화동판(동서문화사),"6,120",11,4, 2003년 1월,영미
28195,빈티 : 지구로 돌아온 소녀,260033779,은네디,알마,"12,420",1,4, 2021년 1월,영미
28196,원래 내 것이었던,158381606,앨리스,알에이치코리아(RHK),"13,500",49,4.5, 2018년 8월,영미
28197,신성한 관계,6032620,데니스,황금가지,"12,600",23,4, 2009년 12월,영미
28199,다잉 인사이드,599232,로버트,책세상,"7,650",11,4, 2005년 11월,영미
28200,키리냐가 1,247920,마이크,열린책들,"7,650",6,4.5, 2000년 9월,영미
28201,커리어 오브 이블 2,111296811,로버트,문학수첩,"11,250",1,4, 2017년 6월,영미
28202,한 권으로 독파하는 셰익스피어 이야기,12504487,메리,나래북.예림북,"13,050",1,5, 2011년 7월,영미
28203,셜록 홈즈의 7퍼센트 용액,6082597,니콜라스,시공사,"9,900",22,4, 2009년 12월,영미
28204,체리 치즈케이크 살인사건,2322231,조앤,해문출판사,"10,800",7,3.5, 2008년 6월,영미
28205,불릿파크,929914,존,문학동네,"10,800",6,3.5, 2007년 5월,영미
28207,부활하는 남자들 1,570124,이언,영림카디널,"7,650",7,4, 2005년 6월,영미
28208,아름다운 비행,262973,루이스,랜덤하우스코리아,"7,200",8,4.5, 2001년 1월,영미
28209,장미나무 아래의 죽음,232910,엘리스,북하우스,"9,000",3,4.5, 2000년 5월,영미
28212,티어링의 침공,173079108,에리카,은행나무,"13,500",2,4.5, 2018년 11월,영미
28213,파운데이션의 끝,32035765,아이작,황금가지,"16,200",20,5, 2013년 10월,영미
28214,제인 에어 세트 - 전3권,11447254,샬럿,펭귄클래식코리아(웅진),"17,280",8,4.5, 2011년 4월,영미
28216,공포의 계곡,243081666,아서,더스토리,"9,900",3,4.5, 2020년 6월,영미
28217,유령함대 1,135170613,피터,살림,"12,150",6,4, 2018년 3월,영미
28218,유령함대 2,135170971,피터,살림,"12,150",2,4, 2018년 3월,영미
28221,셜록홈즈 20,13667061,아서,씨엘북스,"14,220",3,4.5, 2011년 10월,영미
28222,프리티,4579068,스콧,문학수첩,"10,800",5,4, 2009년 9월,영미
28223,니하오 미스터 빈,918082,하,현대문학,"8,100",9,4.5, 2007년 5월,영미
28224,인간 희극,636452,윌리엄,문예출판사,"8,100",3,3.5, 2006년 3월,영미
28225,드루리 레인 X의 비극,423154,엘러리,국일미디어(국일출판사),"7,110",6,4.5, 2003년 7월,영미
28226,심야 플러스1,404771,개빈,동서문화동판(동서문화사),"7,020",6,4.5, 2003년 1월,영미
28227,작은 아씨들 세트 - 전4권,250083917,루이자,더스토리,"54,180",null,null, 2020년 9월,영미
28228,위스퍼링 룸,222383907,딘,북로드,"14,220",21,4.5, 2019년 12월,영미
28230,그랜드마더스,78199563,도리스,예담,"12,600",30,4, 2016년 2월,영미
28232,쾌걸 조로,5927785,존스턴,열린책들,"10,620",8,4, 2009년 12월,영미
28233,일년 동안의 과부 1,2705766,존,사피엔스21,"11,700",33,4.5, 2008년 11월,영미
28234,샤를마뉴 황제의 전설,269129712,토마스,종합출판범우,"13,500",null,null, 2021년 3월,영미
28235,사악한 자매,248340498,카렌,북폴리오,"13,500",31,4.5, 2020년 8월,영미
28236,[POD] 오 헨리 베스트 단편집 26편,143334735,오,부크크(bookk),"13,300",null,null, 2018년 4월,영미
28238,문라이트 마일,23921028,데니스,황금가지,"11,700",24,4.5, 2013년 2월,영미
28239,약탈자,7420535,퍼트리샤,랜덤하우스코리아,"11,700",4,3, 2010년 7월,영미
28240,드라운,6919377,주노,문학동네,"9,900",12,4.5, 2010년 5월,영미
28241,플럼 아일랜드,4939502,넬슨,랜덤하우스코리아,"13,500",13,4, 2009년 11월,영미
28242,돈 주앙의 잃어버린 일기,923117,더글라스,랜덤하우스코리아,"11,700",11,3.5, 2007년 6월,영미
28244,딱정벌레 살인사건,485900,S.,동서문화동판(동서문화사),"7,020",10,3.5, 2004년 5월,영미
28245,사소한 기원,243698603,앤,아작,"13,320",4,4, 2020년 7월,영미
28246,제인의 임무,242608818,이디스,궁리,"12,600",null,null, 2020년 6월,영미
28247,위키드 6,24543982,그레고리,민음사,"13,500",null,null, 2013년 3월,영미
28248,대기 불안정과 그 밖의 슬픈 기상 현상들,8709471,리브카,민음사,"11,700",16,4, 2011년 1월,영미
28249,1984년 / 동물농장,4405021,조지,동서문화동판(동서문화사),"8,820",2,5, 2009년 9월,영미
28253,영광,283443826,레이첼,한길사,"14,730",1,5, 2021년 10월,영미
28254,지킬 박사와 하이드 씨,220404096,로버트,허밍버드,"7,920",30,4.5, 2019년 12월,영미
28255,허니문 인 파리,64720664,조조,살림,"10,800",43,4, 2015년 8월,영미
28256,"뱀파이어 헌터, 에이브러햄 링컨",6946247,세스,조윤커뮤니케이션,"16,000",23,4.5, 2010년 5월,영미
28257,어둠 속의 덱스터,3165301,제프,비채,"10,800",25,4, 2009년 1월,영미
28258,운명의 서 1,900534,브래드,랜덤하우스코리아,"8,100",11,4, 2007년 4월,영미
28259,블라이드데일 로맨스,688974,너대니얼,문학과지성사,"10,800",3,3.5, 2006년 9월,영미
28260,6분전,290867450,시드니,오늘,"14,220",null,null, 2022년 3월,영미
28261,소멸의 땅,112467337,제프,황금가지,"10,800",20,4, 2017년 6월,영미
28262,대우주시대,86523891,네이선,구픽,"12,600",22,4, 2017년 3월,영미
28264,카인의 징표,4589616,브래드,다산책방,"11,700",35,4, 2009년 9월,영미
28265,길버트 그레이프,2743178,피터,막내집게,"11,700",25,4.5, 2008년 10월,영미
28267,가위 들고 달리기,907620,어거스텐,시공사,"9,000",10,4, 2007년 4월,영미
28268,백모살인사건,412993,리처드,동서문화동판(동서문화사),"6,120",9,3.5, 2003년 5월,영미
28269,60초 소설,236841,댄,웅진지식하우스,"6,300",4,3, 2000년 6월,영미
28270,버트램 호텔에서,278597,애거서,해문출판사,"5,400",6,3.5, 1991년 5월,영미
28271,[세트] 웬일이니! 피츠제럴드 X시리즈 세트 - 전3권,151335549,프랜시스,마음산책,"36,000",6,3, 2018년 6월,영미
28272,셜록 홈즈 : 더 얼티밋 에디션 세트 - 전2권,128406371,아서,황금가지,"21,600",3,3.5, 2018년 1월,영미
28273,고래도 함께,96662681,존,현대문학,"13,320",19,4.5, 2016년 11월,영미
28274,데드 스페이스 : 기폭제,50267007,브라이언,제우미디어,"12,420",1,3, 2014년 12월,영미
28276,아메리칸 러스트,7261404,필립,올(사피엔스21),"12,420",34,4.5, 2010년 7월,영미
28279,[세트] 무엇이든 가능하다 + 내 이름은 루시 바턴 - 전2권,196897734,엘리자베스,문학동네,"25,470",null,null, 2019년 7월,영미
28280,2010 스페이스 오디세이,102179146,아서,황금가지,"13,500",7,4.5, 2017년 2월,영미
28283,애거서 크리스티 전집 65,27236837,애거사,황금가지,"9,000",3,4, 2013년 5월,영미
28284,집행권,16071939,빈스,알에이치코리아(RHK),"12,420",8,4, 2012년 4월,영미
28287,처음 드시는 분들을 위한 초밥 - 상,643337,메리언,열린책들,"7,650",8,4, 2006년 4월,영미
28289,해리포터 래번클로 기숙사 세트,272800101,조디,문학수첩,"18,000",null,null, 2021년 6월,영미
28290,벨맨 앤드 블랙,171169022,다이앤,비채,"12,600",25,4.5, 2018년 10월,영미
28291,가장 완전하게 다시 만든 정글북,152225645,조지프,사파리,"34,200",7,5, 2018년 6월,영미
28293,고릴라 이스마엘,521831,다니엘,평사리,"11,700",11,5, 2004년 10월,영미
28294,죽어가는 것에 대한 분노,137171974,베키,네버모어,"14,220",21,4.5, 2018년 3월,영미
28295,빌랄의 거짓말,22264272,이르판,내인생의책,"12,600",14,4.5, 2012년 12월,영미
28296,위고 카브레,15542541,브라이언,뜰book,"15,120",14,4.5, 2012년 2월,영미
28297,뱀파이어 다이어리 4,8084430,L.J.,북에이드,"10,800",4,5, 2010년 11월,영미
28298,챔피온들의 아침식사,300984,커트,금문,"12,000",3,4, 2001년 7월,영미
28299,[세트] 신들의 전쟁 상.하 세트 - 전2권,269021732,닐,황금가지,"24,840",null,null, 2021년 3월,영미
28300,티어링의 운명,173087620,에리카,은행나무,"13,500",2,3.5, 2018년 11월,영미
28301,뱀이 깨어나는 마을,57014031,샤론,엘릭시르,"14,220",28,4, 2015년 4월,영미
28302,애거서 크리스티 전집 71,27502532,애거사,황금가지,"9,000",6,4.5, 2013년 5월,영미
28303,위키드 5,18703556,그레고리,민음사,"13,500",1,5, 2012년 8월,영미
28304,트루 그릿,8856168,찰스,문학수첩,"10,800",22,4.5, 2011년 2월,영미
28305,호비트의 모험,448384,존,동서문화동판(동서문화사),"7,920",2,4.5, 2004년 1월,영미
28306,체인질링,27235512,로저,폴라북스(현대문학),"12,150",7,4, 2013년 5월,영미
28307,더 미러,6691246,말리스,다산책방,"13,320",17,4.5, 2010년 3월,영미
28308,매뉴얼,2557879,롤라,그책,"9,900",32,4.5, 2008년 9월,영미
28309,탬벌레인 대왕 | 몰타의 유대인 | 파우스투스 박사,392126,크리스토퍼,문학과지성사,"18,000",4,4, 2002년 12월,영미
28310,대지 3 - 분열된 일가,37142,펄,일신서적,"10,800",3,4.5, 1994년 6월,영미
28311,"상처, 비디오, 사이코 게임",271827198,안젤라,품스토리,"15,300",20,5, 2021년 5월,영미
28312,인형공장,242417382,엘리자베스,B612,"15,300",22,4.5, 2020년 6월,영미
28314,쌀과 소금의 시대 1,907962,킴,열림원,"13,050",1,5, 2007년 4월,영미
28315,애거서 크리스티 전집 16,858025,애거사,황금가지,"9,000",11,3.5, 2006년 11월,영미
28316,마블 블랙 위도우 : 포에버 레드,274676511,마거릿,아르누보,"15,300",2,5, 2021년 7월,영미
28318,위험한 시간 여행,189234414,조이스,북레시피,"13,950",9,3.5, 2019년 4월,영미
28319,허영의 시장 2,184552522,윌리엄,웅진지식하우스,"12,420",5,4.5, 2019년 2월,영미
28320,이토록 달콤한 고통,114600000,퍼트리샤,오픈하우스,"12,600",15,4.5, 2017년 7월,영미
28321,살인자의 선택,107897114,에드,피니스아프리카에,"10,800",12,4, 2017년 4월,영미
28322,러브크래프트 전집 6,52686822,H.,황금가지,"13,500",2,4, 2015년 1월,영미
28323,기적의 세기,46382307,캐런,민음사,"11,700",39,4, 2014년 9월,영미
28325,로마 서브 로사 1,5897633,스티븐,추수밭(청림출판),"11,700",26,4.5, 2009년 12월,영미
28326,독사,506103,렉스,해문출판사,"4,500",4,4, 2004년 7월,영미
28327,타이탄의 미녀,415356,커트,금문,"9,500",9,3.5, 2003년 5월,영미
28328,경관 혐오,412980,에드,동서문화동판(동서문화사),"6,120",8,4.5, 2003년 5월,영미
28330,줄리어스 시저,81425132,윌리엄,동인(이성모),"9,500",null,null, 2016년 2월,영미
28331,스타워즈 : 새로운 희망,71502430,알렉산드라,문학수첩,"11,700",11,4, 2015년 12월,영미
28332,아이언 하우스,24178264,존,알에이치코리아(RHK),"13,320",23,4.5, 2013년 3월,영미
28334,애거서 크리스티 전집 25,912952,애거사,황금가지,"9,000",6,3, 2007년 4월,영미
28335,포우 단편선,426169,에드거,책만드는집,"7,920",5,4, 2003년 8월,영미
28336,모자수집광사건,404755,존,동서문화동판(동서문화사),"7,020",8,3.5, 2003년 1월,영미
28337,스케치북,246889679,워싱턴,동서문화동판(동서문화사),"13,500",null,null, 2020년 8월,영미
28338,마블 히어로즈 저니 시리즈 : 앤트맨과 와스프,152845425,스티브,아르누보,"12,600",1,3, 2018년 7월,영미
28340,애거서 크리스티 전집 77,28798746,애거사,황금가지,"9,000",5,2, 2013년 7월,영미
28341,애거서 크리스티 전집 68,27367394,애거사,황금가지,"9,000",7,3.5, 2013년 5월,영미
28342,천년의 기도,11607325,이윤,학고재,"13,500",7,4.5, 2011년 4월,영미
28343,사형수의 지문 2,560511,퍼트리샤,노블하우스,"7,200",3,4.5, 2005년 5월,영미
28344,스위트홈 살인사건,422081,크레이그,동서문화동판(동서문화사),"7,020",9,3.5, 2003년 7월,영미
28347,톰 쏘여의 모험 2,190221,마크,창비,"5,400",null,null, 1999년 2월,영미
28349,샤프롱,274040801,로라,문학수첩,"13,320",5,5, 2021년 7월,영미
28350,체리,246909252,니코,잔(도서출판),"13,320",20,4, 2020년 7월,영미
28351,제로 K,186175044,돈,은행나무,"11,700",20,4, 2019년 3월,영미
28352,디미티 아줌마의 죽음,134716632,낸시,피니스아프리카에,"12,420",12,3.5, 2018년 2월,영미
28353,시간여행,122245366,제리&에스더,이가서,"9,720",null,null, 2017년 10월,영미
28354,빌 호지스 3부작 세트 - 전3권,115431943,스티븐,황금가지,"32,400",3,4.5, 2017년 8월,영미
28355,공룡과 춤을,112488634,로버트,행복한책읽기,"13,500",11,4, 2017년 6월,영미
28358,주석 달린 셜록 홈즈 세트 - 전6권,24776653,레슬리,현대문학,"135,000",19,3, 2013년 3월,영미
28359,마음은 외로운 사냥꾼 / 슬픈 카페의 노래,18861900,카슨,동서문화동판(동서문화사),"10,800",null,null, 2012년 8월,영미
28360,미드나이트 저택의 비밀,6625143,조안,봄나무,"9,000",5,3.5, 2010년 3월,영미
28361,시멘트 가든,613983,이언,열음사,"8,100",18,3.5, 2005년 12월,영미
28362,황금나침반 1,217437,필립,김영사,"7,650",6,3.5, 1999년 12월,영미
28364,벌들의 죽음,54429950,리사,오퍼스프레스,"13,500",35,4, 2015년 2월,영미
28366,맹독,13087750,도로시,시공사,"10,800",21,4, 2011년 9월,영미
28368,"행복을 파는 외계인, 미친 초록별에 오다",872882,웨인,21세기북스,"8,550",11,3.5, 2007년 1월,영미
28369,사형수의 지문 1,560512,퍼트리샤,랜덤하우스코리아,"7,200",6,4.5, 2005년 5월,영미
28370,날개의 발명,208272108,수,아케이드,"15,300",10,4.5, 2019년 9월,영미
28371,[세트] 19호실로 가다 + 사랑하는 습관 - 전2권,165515360,도리스,문예출판사,"25,740",null,null, 2018년 7월,영미
28372,"안녕, 내일 또 만나",70750415,윌리엄,한겨레출판,"11,250",9,4, 2015년 11월,영미
28373,Alice's Adventures in Wonderland,39963151,루이스,인디고(글담),"9,900",2,4, 2014년 5월,영미
28374,브랫 패러의 비밀,21716278,조세핀,검은숲,"9,900",16,4, 2012년 12월,영미
28375,신의 주사위,7418944,마크,문학동네,"12,420",15,3.5, 2010년 7월,영미
28376,증인이 너무 많다,6734478,도로시,시공사,"10,800",26,4, 2010년 3월,영미
28377,영혼의 길고 암울한 티타임,6267144,더글러스,이덴슬리벨,"11,700",12,4.5, 2010년 2월,영미
28378,진짜가 된 헝겊토끼,636483,토니,도솔,"8,910",3,3.5, 2006년 3월,영미
28379,7번째 내가 죽던 날,110418812,로렌,북폴리오,"12,600",null,null, 2017년 5월,영미
28380,주석과 함께 읽는 이상한 나라의 앨리스,71899401,루이스,오월의봄,"12,600",1,3, 2015년 12월,영미
28381,트래쉬,56179109,앤디,다른,"10,800",3,3.5, 2015년 4월,영미
28382,마일즈 보르코시건 : 전사 견습,30645291,로이스,씨앗을뿌리는사람,"13,320",21,4.5, 2013년 9월,영미
28383,세 남매의 어머니,8050752,펄,길산,"10,800",null,null, 2010년 11월,영미
28385,젊은 개예술가의 초상,246835118,딜런,아도니스출판,"13,500",2,4.5, 2020년 8월,영미
28386,타르 박사와 페더 교수 요법,175549370,에드거,시공사,"13,950",null,null, 2018년 11월,영미
28387,나비 정원,159005798,닷,(주)태일소담출판사,"13,320",39,4.5, 2018년 7월,영미
28389,죽은 자는 알고 있다,4877503,로라,영림카디널,"10,800",17,4, 2009년 11월,영미
28390,당근 케이크 살인사건,4860517,조앤,해문출판사,"10,800",6,4, 2009년 10월,영미
28391,유언장,214673,존,시공사,"12,600",6,4, 2005년 8월,영미
28392,마스 룸,243540276,레이철,문학동네,"14,400",18,4.5, 2020년 6월,영미
28393,책 사냥꾼의 죽음,27075808,존,곰,"12,420",14,4, 2013년 5월,영미
28394,작은 요새의 아이들,6310304,로버트,살림Friends,"9,000",21,4.5, 2010년 1월,영미
28395,그림자 잭,5897738,로저,페이퍼하우스,"8,820",7,5, 2009년 11월,영미
28397,스톨른 차일드,4553247,키스,작가정신,"10,800",37,4.5, 2009년 9월,영미
28398,포스트 캡틴 1,4435968,패트릭,황금가지,"11,700",4,5, 2009년 8월,영미
28399,리어왕,3402077,윌리엄,태일사,"15,200",null,null, 2009년 1월,영미
28401,초판본 배스커빌 가의 개,243081425,아서,더스토리,"9,900",2,4, 2020년 6월,영미
28402,이블 아이,52739633,조이스,포레,"11,700",10,4.5, 2015년 2월,영미
28403,너를 다시 만나면,13441845,게일,문학동네,"10,800",10,4.5, 2011년 10월,영미
28404,내 안의 살인마,4561211,짐,황금가지,"8,100",18,4, 2009년 9월,영미
28405,달콤한 죄악,646069,로렐,황금가지,"9,900",20,3.5, 2006년 4월,영미
28407,어센덴,439848,서머셋,동서문화동판(동서문화사),"6,120",10,4, 2003년 11월,영미
28409,음향과 분노,220204,윌리엄,민족문화사,"9,000",3,4.5, 2000년 1월,영미
28410,[POD] Animal Farm,220041539,조지,부크크(bookk),"11,600",null,null, 2019년 11월,영미
28411,레이디 킬러,188349000,에드,피니스아프리카에,"10,620",12,4.5, 2019년 4월,영미
28412,당신을 위해서라면 죽어도 좋아요,171021942,프랜시스,현대문학,"17,820",null,null, 2018년 10월,영미
28413,랭스턴 휴스,69097016,랭스턴,현대문학,"12,600",5,4.5, 2015년 11월,영미
28415,[세트] 스타터스 + 엔더스 - 전2권,138280199,리사,황금가지,"24,120",1,3, 2012년 3월,영미
28416,남겨진 자들,4548131,제프리,시작,"12,420",13,4, 2009년 9월,영미
28417,상실의 상속,2707496,키란,이레,"13,500",35,4, 2008년 10월,영미
28418,죽음과 즐거운 여자,343681,엘리스,해문출판사,"4,500",6,3.5, 2002년 4월,영미
28419,"너의 겨울, 우리의 여름",276917826,세라,문학동네,"11,700",2,4, 2021년 8월,영미
